序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,river_distance_m,river_distance_category,mean_elevation,std_elevation,max_slope,terrain_risk,is_warning_zone,is_critical_zone,index_station,station_id,station_name,rain_1hr,rain_3hr,rain_24hr,nearest_station_distance_m,nearest_station_name,nearest_rain_1hr,nearest_rain_3hr,nearest_rain_24hr,dynamic_risk,river_risk,slope_risk,rain_risk,risk_score
2921,花蓮縣吉安鄉,稻香村,慶豐路79號,121.5757,23.9548,稻香活動中心,稻香村,40,"水災,震災,土石流",鄧桂英,8533083,是,否,是,1955.7869322085344,>=1000m,34.4716470923611,2.9896407065796526,4.4010761055471725,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,2561.3429153966354,花蓮農改,0.0,1.0,105.5,SAFE,0.19330021927561836,0.008056734289969017,0.0,0.07007209703345713
2922,花蓮縣吉安鄉,永興村,永興七街86號,121.5683,23.955,永興活動中心,永興村,53,"水災,震災,土石流",陳源忠,8526058,是,否,是,2418.029163623706,>=1000m,43.37071900900258,3.1130438196976895,5.237388978672968,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,2284.1595812657374,花蓮農改,0.0,1.0,105.5,SAFE,0.0,0.019117727784348594,0.0,0.005735318335304578
2923,花蓮縣吉安鄉,仁和村,南海三街314號,121.5876,23.9563,仁和活動中心,仁和村,101,"水災,震災,土石流",賴明章,8523002,是,否,是,1489.4832833093208,>=1000m,20.858051012973394,2.6294706626134303,5.954029864549349,LOW,False,False,110,O1T840,花蓮,0.0,0.0,124.0,2625.8932328308624,花蓮,0.0,0.0,124.0,SAFE,0.3882988400318448,0.028595951103879816,0.0,0.1444833793423096
2950,花蓮縣秀林鄉,銅門村,9鄰53號,121.4944,23.965,銅門收容所,銅門村,70,"水災,土石流",何文忠,03-8641057,是,否,是,190.71408493132654,<500m,179.4149363591121,50.59950489136634,65.69161032789657,HIGH,False,False,125,C1Z130,銅門,1.0,1.0,122.5,176.20744702615136,銅門,1.0,1.0,122.5,WARNING,0.9314174773451842,0.8186794355364714,0.5,0.7465999477317558
2953,花蓮縣吉安鄉,東昌村,東海六街74號,121.5953,23.9658,東昌活動中心,東昌村,47,"水災,震災,土石流",魏錦添,8528607,是,否,是,182.3483032091469,<500m,12.7919652818599,2.3858777481827196,11.0919025790452,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1344.2317692241284,花蓮,0.0,0.0,124.0,WARNING,0.9349158756554348,0.09654896067263338,0.0,0.3561852446811921
2961,花蓮縣吉安鄉,仁里村,仁里五街1號,121.5925,23.9684,仁里活動中心,仁里村,90,水災,楊昇達,8514057,是,否,是,159.53668481844664,<500m,15.263420236622629,2.3320453534028633,11.909060502744392,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1461.4385646795447,花蓮,0.0,0.0,124.0,WARNING,0.9444552265352846,0.10735661265117459,0.0,0.36276631308270196
2964,花蓮縣花蓮市,主農里,中順街77號,121.5968,23.9688,主農社區活動中心,主農、主安里,50,"水災,土石流,海嘯",劉冠宏,03-8350088,是,否,是,159.56006583885355,<500m,11.788204079988052,2.0852916026746398,11.0919025790452,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1040.9480715672,花蓮,0.0,0.0,124.0,WARNING,0.9444454490721617,0.09654896067263338,0.0,0.35952059537704656
2965,花蓮縣吉安鄉,福興村,福德街1號,121.5624,23.9689,福興活動中心,福興村,106,"水災,震災,土石流",黃朝彬,8526216,是,否,是,1732.0877243913978,>=1000m,42.00292112627102,2.7374269661937927,3.9815316378070924,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,716.3790885939968,花蓮農改,0.0,1.0,105.5,SAFE,0.2868466392780711,0.002507879576144769,0.0,0.1011486876201683
2970,花蓮縣吉安鄉,南昌村,文化七街64號,121.5797,23.9704,南昌活動中心,南昌村,72,"震災,土石流,海嘯",陳振興,8521081,是,否,是,608.2484556673405,500-1000m,25.80308396239924,2.236406836150464,4.222007525695856,MEDIUM,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,1695.3514801484562,花蓮農改,0.0,1.0,105.5,SAFE,0.7568131683202737,0.005688390503294729,0.0,0.26659112606308416
2973,花蓮縣花蓮市,主學里,中正路210號,121.5997,23.9717,中正國小,主農、主安、主力、主學、主權、主和等里,187,"水災,土石流,海嘯",陳世文,03-8322819,是,否,否,595.5833803816436,500-1000m,10.053610832138373,2.0633090016431463,5.644842063075385,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,654.1500613669099,花蓮,0.0,0.0,124.0,SAFE,0.7621094430080544,0.02450666302696338,0.0,0.27409030396090805
2974,花蓮縣花蓮市,主權里,中原路531號,121.5964,23.9718,中原國小文中三國中預定地,主農、主安、主力、主學、主權、主和等里,85,"水災,土石流,海嘯",陳雅琪,03-8333547,是,否,否,377.32361107019557,<500m,12.500920190748129,1.899358475907323,11.269644086874743,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,983.5994122259445,花蓮,0.0,0.0,124.0,WARNING,0.8533812014057749,0.09889975273259019,0.0,0.32835334631179824
2981,花蓮縣吉安鄉,吉安村,吉安路二段97號,121.5628,23.9734,吉安國小,吉安村,223,"水災,震災,土石流",廖必偉,8523984,是,否,是,1282.2870749454007,>=1000m,38.51835791059842,2.5225685273632226,6.23101249831571,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,230.21832852754036,花蓮農改,0.0,1.0,105.5,SAFE,0.47494404418639513,0.03225929673515651,0.0,0.17590820448578523
2982,花蓮縣花蓮市,主睦里,成功街169號,121.6058,23.9734,花蓮城隍廟香客大樓,花蓮市各里,100,"水災,土石流,海嘯",孫吉造,03-8222854,是,否,否,691.09656157919,500-1000m,5.557756346615438,1.6464787335391005,5.158232348189845,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,54.972102315060255,花蓮,0.0,0.0,124.0,SAFE,0.7221677898781071,0.018070809815074272,0.0,0.2581799694018598
2984,花蓮縣吉安鄉,吉安村,中興路355巷7號,121.5643,23.9736,吉安活動中心,吉安村,32,"震災,土石流,海嘯",溫金勝,8535282,是,否,是,1185.7560193295553,>=1000m,37.267526680943924,2.4861361583598276,6.23101249831571,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,184.4435219756308,花蓮農改,0.0,1.0,105.5,SAFE,0.5153113515185772,0.03225929673515651,0.0,0.19003676205204895
2986,花蓮縣吉安鄉,吉安村,中山路三段99巷18號,121.5742,23.974,五穀宮,全鄉,70,"水災,震災,土石流",林俊德,8521334,是,否,是,632.0689804927032,500-1000m,29.428723824517103,2.1592689189490684,9.105494835587589,MEDIUM,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,1057.9986611802487,花蓮農改,0.0,1.0,105.5,SAFE,0.746851913464987,0.07027692321678405,0.0,0.28248124667778063
2989,花蓮縣吉安鄉,勝安村,慈惠一街30號,121.5869,23.9754,勝安活動中心,勝安村,38,"水災,震災,土石流",陳昌周,8522377,是,否,是,26.711486140471063,<500m,19.817210615197958,1.9624324921252265,9.94120533311857,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1961.4236026905837,花蓮,0.0,0.0,124.0,WARNING,1.0,0.08132994974957601,0.0,0.3743989849248728
2990,花蓮縣吉安鄉,宜昌村,吉祥六街52巷9號,121.5832,23.9756,宜昌活動中心,宜昌村,49,"震災,土石流,海嘯",范來新,8535389,是,否,是,88.43600321940451,<500m,22.5843185227157,2.0345347137711642,11.529069061736168,HIGH,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,1965.6336933965915,花蓮農改,0.0,1.0,105.5,WARNING,0.9741880731029028,0.10233088245859429,0.0,0.37166509032359424
2991,花蓮縣花蓮市,主力里,中華路298號,121.5986,23.9756,忠孝國小,主力、主學等里,47,"水災,土石流,海嘯",程立,03-8351218,是,否,否,838.7313401148467,500-1000m,10.99695209504146,1.9020326325532861,5.38181087184933,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,807.5613923204231,花蓮,0.0,0.0,124.0,SAFE,0.6604299539034924,0.021027837830722883,0.0,0.23745883521543917
2992,花蓮縣花蓮市,主權里,中原路666號,121.5938,23.9757,主權社區活動中心,主權里,72,"水災,土石流,海嘯",徐淑憶,03-8333749,是,否,是,513.6344924273213,500-1000m,14.705002565437516,2.001907178787234,7.493312102800307,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1277.4023737374152,花蓮,0.0,0.0,124.0,SAFE,0.7963787869458996,0.04895434970137085,0.0,0.29341888034147606
2996,花蓮縣吉安鄉,勝安村,慈惠三街118號,121.5867,23.9777,勝安宮,勝安村,1300,"水災,震災,土石流",田後隆,8528658,是,否,是,244.6678204990079,<500m,20.5794336825001,2.1402140006916124,9.94120533311857,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,2032.39282683622,花蓮,0.0,0.0,124.0,WARNING,0.9088551318752734,0.08132994974957601,0.0,0.3424982810812185
2998,花蓮縣吉安鄉,勝安村,慈惠三街136號,121.586,23.978,聖地慈惠堂,勝安村,700,"震災,土石流",劉幫政,8521334,是,否,是,249.07690211854515,<500m,21.23123350724351,2.1371089187447763,11.529069061736168,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,2109.8548520788054,花蓮,0.0,0.0,124.0,WARNING,0.9070113443847809,0.10233088245859429,0.0,0.34815323527225156
2999,花蓮縣花蓮市,民權里,公園路53號,121.6142,23.978,中正體育館,花蓮市各里,593,"水災,土石流",劉國華,03-8580686,是,否,否,163.58093786474328,<500m,9.30802860299736,4.892918094671565,26.363678230124577,HIGH,False,False,35,466990,花蓮,0.0,0.0,115.0,331.71661865766674,花蓮,0.0,0.0,115.0,WARNING,0.9427640028704501,0.29853199423859517,0.0,0.4195269992762361
3000,花蓮縣花蓮市,國風里,林政街7號,121.5954,23.9785,國風國中,國華、國風等里,800,"水災,土石流,海嘯",王錦懋,03-8323847,是,否,是,850.2950618651658,500-1000m,13.41998476395762,2.1303246597177687,6.076158220052624,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1241.1907967435195,花蓮,0.0,0.0,124.0,SAFE,0.6555942426723148,0.03021120896862131,0.0,0.23852134762589655
3004,花蓮縣花蓮市,國風里,明義街107號,121.6029,23.979,明義國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風、民主、民治、民有、民族、民生、民權、主商、主勤、主計、主義、主工、主睦、主信等里,185,"水災,土石流,海嘯",郭文隆,03-8326686,是,否,是,466.81370889291094,<500m,7.879598984258429,1.6883778283719704,5.38181087184933,HIGH,False,False,110,O1T840,花蓮,0.0,0.0,124.0,741.5995654114832,花蓮,0.0,0.0,124.0,WARNING,0.8159582781926199,0.021027837830722883,0.0,0.2918937487166338
3021,花蓮縣花蓮市,國威里,林森路252號,121.6068,23.9821,花蓮市公所,花蓮市各里,37,"水災,土石流,海嘯",彭莉萍,03-8322141,是,否,是,146.52872051940807,<500m,6.632800409665176,1.6495050467631258,18.346663986070872,HIGH,False,False,35,466990,花蓮,0.0,0.0,115.0,1015.0903392284187,花蓮,0.0,0.0,115.0,WARNING,0.9498948903748163,0.1924997361598796,0.0,0.39021313247914957
3023,花蓮縣吉安鄉,慶豐村,慶北一街237號,121.5632,23.9825,慶豐活動中心,慶豐村,61,"震災,土石流,海嘯",鄭高富,8535375,是,否,是,395.9120129106355,<500m,43.060526580654525,3.054062657752232,8.793591803394847,HIGH,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,809.0919243268557,花蓮農改,0.0,1.0,105.5,WARNING,0.8456079130570668,0.0661517237599508,0.0,0.3158082866979586
3025,花蓮縣花蓮市,國魂里,建國路161號,121.599,23.9836,國立花蓮農業職業學校,國華、國光、國治、國威、國安、國防、國聯、國盛、國風、國魂等里,382,"水災,土石流,海嘯",賴世榮,03-8312313,是,否,是,897.4672226651662,500-1000m,10.881045917345553,1.7869977613609298,6.076158220052624,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1378.7057905561414,花蓮,0.0,0.0,124.0,SAFE,0.6358678126608714,0.03021120896862131,0.0,0.23161709712189138
3035,花蓮縣花蓮市,國安里,中山路418號,121.6025,23.9865,花蓮高商,國安、國聯、國魂等里,266,"水災,震災,土石流,海嘯",邱志恆,03-8322532210,是,否,否,568.0751460242752,500-1000m,9.181820969935268,1.4881620318763242,7.7136351263888905,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1543.7728615717456,花蓮,0.0,0.0,124.0,SAFE,0.77361282234422,0.0518683207866979,0.0,0.2863249840564863
3036,花蓮縣吉安鄉,南華村,南華四街123號,121.5947,23.987,北昌活動中心,北昌村,83,"震災,土石流,海嘯",黃加成,8577346,是,否,是,1323.8960690335284,>=1000m,14.769837312063228,2.142624743733497,6.076158220052624,LOW,False,False,110,O1T840,花蓮,0.0,0.0,124.0,1935.4268340619951,花蓮,0.0,0.0,124.0,SAFE,0.457544016377493,0.03021120896862131,0.0,0.16920376842270893
3047,花蓮縣花蓮市,民勤里,新興路80號,121.6157,23.9887,南美崙營區,花蓮市各里,300,"水災,震災,土石流,海嘯",姜富川中校參謀官,03-8358100轉838413,是,否,否,641.4898498435957,500-1000m,53.2410619704704,17.338655832485607,35.2156442633919,HIGH,False,False,35,466990,花蓮,0.0,0.0,115.0,1523.2507586476884,花蓮,0.0,0.0,115.0,WARNING,0.7429122991512553,0.41560724424698686,0.0,0.38470147797703547
3049,花蓮縣吉安鄉,永安村,太昌路488號,121.5731,23.989,永安活動中心,永安村,156,"震災,土石流,海嘯",郭仁添,8566167,是,否,是,720.3049497893765,500-1000m,39.78151965104822,3.5630515620391807,5.121605755577276,MEDIUM,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,1790.81648957704,花蓮農改,0.0,1.0,105.5,SAFE,0.7099534410756816,0.01758639002957615,0.0,0.2537596213853614
3055,花蓮縣花蓮市,國盛里,國盛二街22號,121.607,23.992,中華國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風等里,189,"水災,土石流,海嘯",鍾吳南,03-8324308,是,否,是,125.86720529180973,<500m,9.720102153041147,5.464536406530703,31.585840221764553,HIGH,False,False,35,466990,花蓮,0.0,0.0,115.0,1974.699827493652,花蓮,0.0,0.0,115.0,WARNING,0.9585351122165852,0.3675998056669117,0.0,0.4457672309758783
3061,花蓮縣花蓮市,民政里,永興路20號,121.6255,23.9928,鑄強國小,民樂、民運、民政等里,293,"水災,震災,土石流,海嘯",葉克文,03-8223787,是,否,是,958.2145360534134,500-1000m,31.571852018395248,5.076910715644039,9.583485796382462,MEDIUM,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,1335.1178360518963,花蓮漁港,0.0,1.0,130.0,SAFE,0.6104645323019936,0.0765987856173513,0.0,0.23664222199090315
3064,花蓮縣吉安鄉,太昌村,太昌路488號,121.5639,23.9936,太昌活動中心,太昌村,80,"水災,震災,土石流",周明宗,8569236,是,否,是,685.3096802404449,500-1000m,55.96683001165307,4.069248695210551,11.351899876863683,LOW,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,2035.389920265112,花蓮農改,0.0,1.0,105.5,SAFE,0.7245877449485834,0.09998765988693321,0.0,0.2836020086980841
3069,花蓮縣花蓮市,國富里,中山路903號,121.5947,23.995,明廉國小,國裕、國富里,51,"水災,震災,土石流,海嘯",李玉祥,03-8569088,是,否,是,1410.4946820055084,>=1000m,16.951265967458166,2.0924203179079393,6.249574362026229,LOW,False,False,110,O1T840,花蓮,0.0,0.0,124.0,2700.252125039365,花蓮,0.0,0.0,124.0,SAFE,0.4213302528163414,0.03250479415644843,0.0,0.157217026732654
3074,花蓮縣花蓮市,國興里,介仁街176號,121.5746,23.997,"慈濟大學附設國民中學,小學",國興、國福、國慶等里,344,"水災,震災,土石流,海嘯",蔡亮雄,03-8572823,是,否,是,585.9349796149024,500-1000m,41.80284764576543,3.5314974812682687,11.679359823086289,MEDIUM,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,2646.7726069764085,花蓮農改,0.0,1.0,105.5,SAFE,0.7661442062925778,0.10431861359006163,0.0,0.2994460562794207
3075,花蓮縣花蓮市,民孝里,化道路40巷1號,121.6277,23.9978,美崙國中,民孝、民心、民享、民樂、民運、民政、民德、民立、民勤、民意等里,193,"水災,震災,土石流",吳斯美,03-8223537,是,否,否,833.9110981352978,500-1000m,22.391783885878038,5.956951399772706,20.779965758506155,MEDIUM,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,1115.9718588635928,花蓮漁港,0.0,1.0,130.0,SAFE,0.662445680222474,0.22468235099178177,0.0,0.2992606933754004
3076,花蓮縣花蓮市,國裕里,裕祥路89號,121.5991,23.9979,自強國中,國裕、國富里,330,"水災,震災,土石流,海嘯",鄭程議,03-8579338,是,否,是,1153.9768500787236,>=1000m,13.655917221755475,1.6507051817741458,22.969474967607667,LOW,False,False,110,O1T840,花蓮,0.0,0.0,124.0,2852.439626684722,花蓮,0.0,0.0,124.0,SAFE,0.5286007482181734,0.25364058886660784,0.0,0.261102438536343
3079,花蓮縣花蓮市,民意里,府前路27號,121.6199,23.9987,花蓮高工,民意、民孝、民心、民享、民樂、民運、民政、民德、民立、民勤等里,310,"水災,震災,土石流,海嘯",周婉茹,03-8226108,是,否,否,868.0939694645289,500-1000m,28.14468065085433,6.629473703793932,31.76095701884681,HIGH,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,1912.2915387601668,花蓮漁港,0.0,1.0,130.0,WARNING,0.648151104620454,0.3699158835553745,0.0,0.33782765168377127
3080,花蓮縣花蓮市,國興里,介仁街67號,121.5734,23.9997,慈濟大學人文社會學院,國興、國福、國慶等里,316,"水災,震災,土石流,海嘯",林憲國,03-8572677,是,否,是,262.999834523435,<500m,43.06624617688624,4.116002046718174,16.9444415662068,HIGH,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,2878.5456750962408,花蓮農改,0.0,1.0,105.5,WARNING,0.901189059651979,0.17395407751681727,0.0,0.3676023941332378
3085,花蓮縣花蓮市,國慶里,中山路1段200號,121.5916,24.0004,私立四維高級中學,國興、國福、國慶等里,500,"水災,震災,土石流,海嘯",許素卿,03-8561455,是,否,否,997.6879546261133,500-1000m,19.46583715395163,2.855023895661512,7.014067744150526,MEDIUM,False,False,110,O1T840,花蓮,0.0,0.0,124.0,3375.8214993695633,花蓮,0.0,0.0,124.0,SAFE,0.5939575583669185,0.042615909981519734,0.0,0.22066991842287742
3093,花蓮縣花蓮市,民意里,府前路29號,121.6182,24.0017,行政院國軍退除役官兵輔導委員會花,花蓮縣,10,"水災,震災,土石流,海嘯",陳國榮,03-8223111,是,否,否,714.0556771159402,500-1000m,20.665541373429186,7.117048408967332,31.14001068805605,HIGH,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,2166.6688048193023,花蓮漁港,0.0,1.0,130.0,WARNING,0.712566758717365,0.3617033072027415,0.0,0.3579093577119002
3094,花蓮縣花蓮市,民孝里,林園一街16號,121.631,24.0022,民孝社區活動中心,民孝、民享、民心等里,54,"水災,震災,土石流",黃石貴,03-8223273,是,否,是,451.4819421593597,<500m,15.054856837876637,7.109993283731048,23.29631629983561,HIGH,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,1066.1433763877267,花蓮漁港,0.0,1.0,130.0,WARNING,0.8223697085424708,0.25796336084063654,0.0,0.36521840624205576
3095,花蓮縣新城鄉,嘉新村,嘉南路2巷13號,121.6142,24.0035,衛生福利部東區老人之家養護院區,嘉新村,180,"水災,震災,土石流,海嘯",范家榮,03-8222831,是,否,是,268.8072959171429,<500m,12.588865142924185,4.821059570536891,28.21914984327553,HIGH,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,2616.9949287472386,花蓮漁港,0.0,1.0,130.0,WARNING,0.8987604984246728,0.3230722830486439,0.0,0.4114878593632286
3096,花蓮縣秀林鄉,水源村,107號,121.554,24.0038,水源收容所,水源村,60,"水災,土石流",胡智偉,03-8567603,是,否,是,306.5952166510878,<500m,97.91446930437672,34.13486797740077,38.96900219342221,HIGH,False,False,63,C0T9B0,水源,0.5,0.5,111.5,2163.5736731880133,水源,0.5,0.5,111.5,WARNING,0.8829583651114129,0.4652487946526072,0.25,0.5361100661847766
3097,花蓮縣花蓮市,民意里,民光483-1號,121.6168,24.0039,大陳二村活動中心,民意里,63,"水災,土石流,海嘯",何芳玲,03-8241064,是,否,是,523.838262213627,500-1000m,15.679923638792484,5.619764127680546,22.579067477439054,MEDIUM,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,2387.8448934594753,花蓮漁港,0.0,1.0,130.0,SAFE,0.7921117797295917,0.24847709701125462,0.0,0.3517822520087335
3098,花蓮縣花蓮市,國慶里,達固湖灣大路23號,121.582,24.004,花蓮縣立體育場,花蓮市各里,527,"水災,土石流",林維聖,03-858068615,是,否,否,239.53025720797964,<500m,29.629400099117742,4.769797638419165,12.545815143878286,HIGH,False,False,158,72T250,花蓮農改,0.0,1.0,105.5,3681.6398898525204,花蓮農改,0.0,1.0,105.5,WARNING,0.9110035554575535,0.11577826819352399,0.0,0.3535847248682009
3100,花蓮縣新城鄉,嘉新村,6鄰嘉南一街43巷5號,121.6123,24.0055,嘉新社區活動中心,嘉新村,71,"水災,震災,土石流,海嘯",邱明雄,8221227,是,否,是,76.70905325136313,<500m,10.553095359695256,1.8908720437276212,18.338164367357592,HIGH,False,False,0,C0TA10,花蓮漁港,0.0,1.0,130.0,2878.461333504436,花蓮漁港,0.0,1.0,130.0,WARNING,0.979092043026457,0.1923873210215822,0.0,0.4003984113657346
3113,花蓮縣花蓮市,國慶里,中山路1段500巷15號,121.5872,24.0076,花蓮港天宮,花蓮市各里,300,"水災,震災,土石流,海嘯",蘇正凱總幹事,03-8560017,是,否,是,139.4571817475532,<500m,21.574915604945033,3.0635774364465815,9.956553600272146,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,3707.1646029464896,北埔,0.0,1.0,136.0,WARNING,0.9528520628318432,0.08153294445238526,0.0,0.3579581053268607
3119,花蓮縣花蓮市,國福里,沙基拉雅街111號,121.5819,24.0104,國福社區活動中心,國福里,35,"水災,震災,海嘯",呂啟明,03-8580837,是,否,是,246.5301158983241,<500m,24.863680444730065,3.0309614690886977,9.956553600272146,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,3741.4527524212917,北埔,0.0,1.0,136.0,WARNING,0.9080763581402521,0.08153294445238526,0.0,0.3422866086848038
3136,花蓮縣新城鄉,佳林村,民有2街29號,121.6023,24.0211,佳林社區活動中心,佳林村,36,"水災,土石流,海嘯",何禮飛,8260919,是,否,是,135.16300447050693,<500m,13.392623038899167,3.0683862645147406,20.707668909513963,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,1783.3305927919157,北埔,0.0,1.0,136.0,WARNING,0.9546477996833207,0.22372615983167451,0.0,0.4012445778386645
3141,花蓮縣新城鄉,嘉里村,嘉里路163號,121.6074,24.0244,國軍805醫院,嘉里村,100,"水災,震災,土石流,海嘯",高志雄,03-8263151,是,否,是,413.5982511542937,<500m,15.048891730401076,2.086045075465526,11.09749506434638,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,1435.685130503325,北埔,0.0,1.0,136.0,WARNING,0.8382118910185931,0.09662292634447883,0.0,0.3223610397598512
3149,花蓮縣新城鄉,大漢村,明潭街27號,121.6298,24.0271,七星潭社區活動中心,大漢村,27,"水災,土石流",李添富,8265717,是,否,是,104.62572912335665,<500m,17.134882584964796,11.921133269941862,27.981010609269628,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,2804.378971168849,北埔,0.0,1.0,136.0,WARNING,0.9674178618271717,0.3199226764806488,0.0,0.4345730545837047
3150,花蓮縣新城鄉,北埔村,北埔路13號,121.6062,24.0275,基督教芥菜種會,北埔村,41,"水災,震災,土石流,海嘯",吳雅琴,03-8260653,是,否,是,387.45439583256916,<500m,15.91479856246956,2.0400092442477233,11.09749506434638,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,1075.5305859283214,北埔,0.0,1.0,136.0,WARNING,0.8491447150293451,0.09662292634447883,0.0,0.3261875281636144
3166,花蓮縣新城鄉,北埔村,北埔路259號,121.6032,24.0341,北埔社區活動中心,北埔村,35,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,406.35940715450823,<500m,18.40573471468322,1.6536745922321767,10.310758259073761,HIGH,False,False,82,01T500,北埔,0.0,1.0,136.0,354.0254649080762,北埔,0.0,1.0,136.0,WARNING,0.8412390270900346,0.08621762114765155,0.0,0.3202989458258076
3173,花蓮縣新城鄉,大漢村,19鄰民有街101號,121.61,24.0368,大漢社區活動中心,大漢村,70,"水災,震災,土石流,海嘯",李添富,8265717,是,否,是,1159.5248493544784,>=1000m,16.714987252939117,0.992821363376717,5.7570947586959935,LOW,False,False,82,01T500,北埔,0.0,1.0,136.0,564.1574331070841,北埔,0.0,1.0,136.0,SAFE,0.5262806887262894,0.02599130636546113,0.0,0.19199563296383965
3175,花蓮縣新城鄉,大漢村,民有街2號,121.6119,24.038,復興南營區,新城村、順安村、康樂村、大漢村、北埔村,120,"水災,震災,土石流,海嘯",陳尚庭上尉,03-8269732,是,否,是,1388.803411381067,>=1000m,16.317907092886472,0.9585528052916104,5.7570947586959935,LOW,False,False,82,01T500,北埔,0.0,1.0,136.0,763.4153542264451,北埔,0.0,1.0,136.0,SAFE,0.4304010972418594,0.02599130636546113,0.0,0.15843777594428912
3181,花蓮縣新城鄉,大漢村,光復路572號,121.6042,24.0399,新城鄉立圖書館,北埔村、大漢村,58,"水災,震災,土石流,海嘯",黃志明,03-8261790,是,否,是,785.0788818428689,500-1000m,20.084462564208952,1.705347499886436,5.421672053536808,MEDIUM,False,False,134,C0Z180,新城,0.0,0.5,149.5,94.69954148640163,新城,0.0,0.5,149.5,SAFE,0.6828663113883937,0.021555037979724002,0.0,0.24546972037985498
3182,花蓮縣新城鄉,大漢村,大安街1號,121.6048,24.0405,新城鄉原住民文化館,北埔村、康樂村,90,"水災,震災,土石流,海嘯",陳薇,03-8267223,是,否,是,872.3713070975538,500-1000m,19.945362618556427,1.675909520788113,5.03508515548358,MEDIUM,False,False,134,C0Z180,新城,0.0,0.5,149.5,8.08382676367874,新城,0.0,0.5,149.5,SAFE,0.6463624097626772,0.01644207690763496,0.0,0.2311594664892275
3183,花蓮縣新城鄉,北埔村,樹林街57巷9號,121.597687,24.040698,樹林腳社區活動中心,北埔村,39,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是,208.21854394090005,<500m,23.67974947956686,2.7414888820790906,15.531398502649456,HIGH,False,False,134,C0Z180,新城,0.0,0.5,149.5,731.8047202611586,新城,0.0,0.5,149.5,WARNING,0.9240974716535957,0.15526530608266642,0.0,0.3700137069035584
3205,花蓮縣新城鄉,康樂村,廣安1街112號,121.609904,24.053809,康樂社區活動中心,康樂村,30,"水災,震災,土石流,海嘯",賴明進,03-8260352,是,否,是,851.9657019512023,500-1000m,18.581362235789395,1.6879824837265158,15.250176501369083,MEDIUM,False,False,134,C0Z180,新城,0.0,0.5,149.5,1561.602289700896,新城,0.0,0.5,149.5,SAFE,0.6548956152579117,0.15154589098504573,0.0,0.2746772326357828
